col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48
59.166.0.9,56520,149.171.126.8,23587,tcp,FIN,0.030947,3806,51314,31,29,7,26,-,968623.8125,13064142,64,66,255,255,2466243787,316952553,59,777,0,0,29.258624,29.576528,1421928124,1421928124,0.485921,0.474703,0.00072,0.000556,0.000164,0,0,0,0,0,2,6,1,5,1,1,1,,0
175.45.176.1,58916,149.171.126.12,80,tcp,FIN,0.72338,782,11182,62,252,2,5,http,7785.672363,115944.5859,10,16,255,255,941930807,3468186995,78,699,0,0,5435.024577,3348.145393,1421930723,1421930723,80.375556,42.275133,0.126984,0.058951,0.068033,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,32445,149.171.126.13,80,tcp,FIN,40.062668,21690,4252752,62,252,2,1561,http,4322.62793,848948.5625,496,3128,255,255,3128286609,1823512407,44,1360,1,2063451,3839.702149,1499.38214,1421928285,1421928325,80.934728,12.779619,0.217017,0.100707,0.11631,0,1,1,0,0,1,1,1,2,1,1,1,Exploits,1
59.166.0.1,11294,149.171.126.8,45726,udp,CON,0.001785,536,304,31,29,0,0,-,1801680.75,1021848.75,4,4,0,0,0,0,134,76,0,0,0.631682,0.323147,1421927739,1421927739,0.451667,0.234,0,0,0,0,0,0,0,0,11,6,3,9,1,1,3,,0
59.166.0.2,12918,149.171.126.6,6881,tcp,FIN,2.695931,13558,548216,31,29,21,197,-,40063.33984,1623083.125,236,438,255,255,1282846030,1326339765,57,1252,0,0,2504.297488,1856.68284,1421927835,1421927838,11.470532,6.18217,0.000639,0.000501,0.000138,0,0,0,0,0,7,3,6,3,1,1,1,,0
175.45.176.0,15177,149.171.126.12,111,tcp,FIN,0.683666,564,354,254,252,2,1,-,5944.42334,3627.502441,10,8,255,255,466045673,4187210004,56,44,0,0,5470.869224,140.325375,1424219955,1424219956,75.962889,96.23,0.05805,0.009319,0.048731,0,1,,, ,1,1,1,1,1,1,1, Reconnaissance ,1
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930766,1421930766,0.004,0,0,0,0,0,2,0,0,0,11,11,2,6,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,cpnx,INT,0.000006,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930690,1421930690,0.011,0,0,0,0,0,2,0,0,0,12,12,6,6,6,6,6,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000006,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932453,1421932453,0.006,0,0,0,0,0,2,0,0,0,16,16,4,4,4,4,4,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000002,200,0,254,0,0,0,-,400000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930755,1421930755,0.002,0,0,0,0,0,2,0,0,0,15,15,4,8,2,2,3,Analysis,1
59.166.0.3,31442,149.171.126.2,56427,udp,CON,0.001804,536,304,31,29,0,0,-,1782705.125,1011086.5,4,4,0,0,0,0,134,76,0,0,0.632389,0.333286,1421927696,1421927696,0.452667,0.242667,0,0,0,0,0,0,0,0,11,8,3,5,1,1,3,,0
59.166.0.2,35352,149.171.126.7,41673,tcp,FIN,0.010793,2438,19266,31,29,7,13,-,1759659,13923839,38,40,255,255,3038031893,921804563,64,482,0,0,0,16.536566,1421927792,1421927792,0.283243,0.262923,0.000658,0.000535,0.000123,0,0,0,0,0,5,2,3,3,1,1,1,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933627,1421933627,0.011,0,0,0,0,0,2,0,0,0,11,11,4,4,4,4,4,Generic,1
59.166.0.7,1173,149.171.126.8,53,udp,CON,0.001058,146,178,31,29,0,0,dns,551984.875,672967.875,2,2,0,0,0,0,73,89,0,0,0,0,1421927865,1421927865,0.01,0.008,0,0,0,0,0,0,0,0,1,4,3,2,1,1,1,,0
59.166.0.9,11424,149.171.126.0,80,tcp,FIN,2.93372,1052,824,31,29,2,2,http,2511.487061,2023.369629,8,10,255,255,566044329,567142797,132,82,0,0,31648.13358,920.4445,1421927440,1421927443,419.042,325.901437,0.000758,0.000599,0.000159,0,0,0,0,0,3,8,16,6,2,1,5,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000011,200,0,254,0,0,0,-,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930751,1421930751,0.009,0,0,0,0,0,2,0,0,0,14,14,1,1,1,1,1,Analysis,1
175.45.176.1,22830,149.171.126.11,80,tcp,FIN,1.148633,1638,74404,62,252,3,30,http,10844.19434,510115.9375,20,64,255,255,2498523254,2873814987,82,1163,0,0,2980.777763,1809.521216,1421930872,1421930873,60.454369,16.754937,0.187049,0.092443,0.094606,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
59.166.0.6,53983,149.171.126.2,143,tcp,FIN,0.03636,7814,16912,31,29,30,32,-,1705170.5,3691529.25,122,126,255,255,2816932055,668416441,64,134,0,0,19.368269,16.343084,1421927727,1421927727,0.297521,0.286376,0.000696,0.000558,0.000138,0,0,0,0,0,4,4,1,6,1,1,1,,0
59.166.0.3,24111,149.171.126.8,80,tcp,FIN,1.005787,1580,10168,31,29,3,5,http,11525.30273,76389.92969,12,18,255,255,3720304550,3717165646,132,565,1,3924,9530.361975,7674.953478,1421927918,1421927919,91.403182,59.133531,0.000647,0.000512,0.000135,0,0,1,0,0,3,1,1,7,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931420,1421931420,0.008,0,0,0,0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.3,21733,149.171.126.18,1723,tcp,FIN,2.732685,2516,354,254,252,2,1,-,6630.84082,907.532288,10,8,255,255,560606258,3686583102,252,44,0,0,19387.62314,673.721437,1421933054,1421933057,297.080556,380.255438,0.125669,0.070887,0.054782,0,1,0,0,0,9,2,3,2,1,1,1, Fuzzers,1
175.45.176.3,56991,149.171.126.10,25,tcp,FIN,4.025697,223189,2842,62,252,91,8,smtp,441169.7813,5520.53418,188,44,255,255,1849315098,1884085796,1187,65,0,0,3216.487615,174.290359,1421928517,1421928521,21.527481,92.15207,0.104631,0.063153,0.041478,0,1,0,0,0,1,1,2,2,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000008,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421933244,1421933244,0.008,0,0,0,0,0,2,0,0,0,3,3,3,3,3,3,3,Generic,1
175.45.176.0,10819,149.171.126.11,445,tcp,FIN,1.01237,590,268,254,252,2,1,-,4196.094238,1770.103882,10,6,255,255,757819151,117329144,59,45,0,0,6025.832505,277.75775,1421933745,1421933746,102.346,179.226594,0.213365,0.116229,0.097136,0,1,0,0,0,6,6,2,2,1,1,2, Fuzzers,1
175.45.176.0,37945,149.171.126.11,389,tcp,FIN,1.257375,82803,612,254,252,31,1,-,519087.7813,3620.240479,68,14,255,255,1196635294,2430599632,1218,44,0,0,1888.015104,132.832234,1424220390,1424220391,17.893567,89.326695,0.170761,0.096121,0.07464,0,1,,, ,3,1,1,1,1,1,1,Exploits,1
175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530762,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0,1421932941,1421932941,248.695,0.006,0,0,0,0,3,0,0,0,3,3,3,2,2,2,2,Exploits,1
175.45.176.2,65327,149.171.126.15,520,udp,INT,0.000011,564,0,254,0,0,0,-,205090912,0,2,0,0,0,0,0,282,0,0,0,0,0,1421929812,1421929812,0.011,0,0,0,0,0,2,0,0,0,5,5,5,5,5,1,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,0,rsvp,INT,0.000001,200,0,254,0,0,0,-,800000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930679,1421930679,0.001,0,0,0,0,0,2,0,0,0,12,12,6,6,6,6,6, Fuzzers,1
175.45.176.2,26075,149.171.126.16,143,tcp,FIN,1.113562,1014,3732,62,252,6,6,-,6882.418945,25137.35156,18,16,255,255,3048746983,329403699,56,233,0,0,3338.7067,63.253437,1421934200,1421934202,65.503647,49.596332,0,0,0,0,1,0,0,0,2,5,3,1,1,1,1,Exploits,1
175.45.176.2,58004,149.171.126.19,80,tcp,FIN,0.487702,1018,268,254,252,2,1,http,15041.97168,3674.374756,10,6,255,255,1209082661,2851971303,102,45,1,0,2705.208473,135.183281,1421928205,1421928205,51.523667,82.736797,0.141633,0.074008,0.067625,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.1,3880,149.171.126.10,21,tcp,FIN,3.058679,1158,1654,62,252,7,9,ftp,2892.751953,4129.887207,22,22,255,255,3973904433,1050937334,53,75,0,0,7883.92835,8895.175104,1421931374,1421931377,145.651387,141.399902,0.243309,0.088627,0.154682,0,1,0,0,0,1,1,2,2,1,1,2,Exploits,1
175.45.176.2,61499,149.171.126.17,34931,tcp,FIN,0.323824,840,268,254,252,2,1,-,18676.8125,5533.870605,10,6,255,255,3836684097,1076247050,84,45,0,0,1676.797584,77.558297,1421930735,1421930735,33.244111,54.703602,0.093885,0.050296,0.043589,0,1,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000002,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931850,1421931850,0.002,0,0,0,0,0,2,0,0,0,11,11,4,4,4,4,4,Generic,1
59.166.0.5,26325,149.171.126.9,53,udp,CON,0.001077,146,178,31,29,0,0,dns,542246.9375,661095.625,2,2,0,0,0,0,73,89,0,0,0,0,1421927432,1421927432,0.011,0.009,0,0,0,0,0,0,0,0,9,6,3,1,1,1,1,,0
59.166.0.1,3194,149.171.126.0,6881,tcp,FIN,4.178366,1540,1644,31,29,4,4,-,2764.717041,2973.410889,16,18,255,255,958433093,2307831377,96,91,0,0,17138.72073,452.957938,1421927443,1421927448,278.532263,245.720406,0.001263,0.001117,0.000146,0,0,0,0,0,6,4,3,7,2,1,1,,0
59.166.0.2,34316,149.171.126.4,80,tcp,FIN,1.009865,1684,10168,31,29,3,5,http,12389.77441,76081.45313,14,18,255,255,1134834591,3281290378,120,565,1,3924,8766.097095,7675.622125,1421927724,1421927725,77.654002,59.357941,0.000915,0.000776,0.000139,0,0,1,0,0,2,2,6,1,1,1,1,,0
59.166.0.2,42626,149.171.126.1,29746,tcp,FIN,0.289211,8928,320,31,29,4,1,ftp-data,229341.2031,7385.61084,14,6,255,255,2645857571,2941716046,638,53,0,0,1820.193,73.330195,1421928039,1421928039,22.247001,57.704398,0.000702,0.000554,0.000148,0,0,0,0,0,3,3,4,2,1,1,2,,0
175.45.176.2,62338,149.171.126.13,21,tcp,FIN,0.847337,774,682,254,252,4,4,ftp,6788.326172,5910.28125,14,12,255,255,2096832371,3294025604,55,57,0,0,3361.17302,85.866656,1421931086,1421931087,65.113385,72.752094,0.085776,0.047058,0.038718,0,1,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
59.166.0.6,35939,149.171.126.5,53,udp,CON,0.001046,130,162,31,29,0,0,dns,497131.9063,619502.8125,2,2,0,0,0,0,65,81,0,0,0,0,1421928011,1421928011,0.01,0.008,0,0,0,0,0,0,0,0,3,2,3,3,1,1,2,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421930728,1421930728,0.011,0,0,0,0,0,2,0,0,0,7,7,3,9,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000003,200,0,254,0,0,0,-,266666656,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930776,1421930776,0.003,0,0,0,0,0,2,0,0,0,7,7,2,6,2,2,2,Analysis,1
175.45.176.3,27462,149.171.126.18,3920,udp,INT,0.000002,142,0,254,0,0,0,-,284000000,0,2,0,0,0,0,0,71,0,0,0,0,0,1424220120,1424220120,0.002,0,0,0,0,0,2,,, ,1,1,1,1,1,1,1, Shellcode ,1
175.45.176.0,1043,149.171.126.12,53,udp,INT,0.000005,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223246,1424223246,0.005,0,0,0,0,0,2,,, ,15,15,8,11,8,8,15,Generic,1
175.45.176.1,14457,149.171.126.13,445,tcp,FIN,1.127514,1062,802,254,252,3,2,-,6910.778809,5122.774414,12,10,255,255,2527867950,1310427532,89,80,0,0,5828.732152,169.907531,1421933936,1421933937,102.501271,106.367109,0.17355,0.099781,0.073769,0,1,0,0,0,4,4,1,1,1,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932518,1421932518,0.011,0,0,0,0,0,2,0,0,0,14,14,7,7,7,4,7,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000007,200,0,254,0,0,0,-,114285712,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930764,1421930764,0.007,0,0,0,0,0,2,0,0,0,16,16,5,9,4,4,5,DoS,1
175.45.176.1,39111,149.171.126.16,8080,tcp,FIN,0.873797,14092,354,254,252,6,1,http,121858.9688,2838.187744,18,8,255,255,2793259692,3565326031,783,44,0,0,3672.113509,243.40125,1421927797,1421927798,51.399824,111.582141,0.197694,0.072036,0.125658,0,1,0,0,0,1,2,2,1,1,1,1,Exploits,1
59.166.0.8,54387,149.171.126.0,5190,tcp,FIN,0.005586,1064,2260,31,29,4,4,-,1397780.125,2967418.5,12,12,255,255,3328695237,3328947430,89,188,0,0,24.371145,0.556153,1421928114,1421928114,0.475455,0.401545,0.001289,0.001163,0.000126,0,0,0,0,0,7,8,4,3,2,1,2,,0
175.45.176.0,9124,149.171.126.10,520,udp,INT,0.000004,104,0,254,0,0,0,-,104000000,0,2,0,0,0,0,0,52,0,0,0,0,0,1421928354,1421928354,0.004,0,0,0,0,0,2,0,0,0,5,5,2,1,1,1,1, Fuzzers,1
59.166.0.4,31446,149.171.126.8,111,udp,CON,0.373369,568,320,31,29,0,0,-,9127.699219,5142.365723,4,4,0,0,0,0,142,80,0,0,168.750328,168.765875,1421927603,1421927603,119.334,119.341,0,0,0,0,0,0,0,0,9,6,3,6,1,1,3,,0
59.166.0.2,32320,149.171.126.5,29723,tcp,FIN,0.037914,2974,30506,31,29,7,18,-,614654.1875,6308171,48,50,255,255,375485236,2521184485,62,610,0,0,55.611273,54.029754,1421927866,1421927866,0.799489,0.760837,0.000787,0.000623,0.000164,0,0,0,0,0,5,4,5,4,1,1,1,,0
175.45.176.0,0,149.171.126.13,0,snp,INT,0.000002,200,0,254,0,0,0,-,400000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223230,1424223230,0.002,0,0,0,0,0,2,,, ,5,5,1,2,1,1,5,DoS,1
175.45.176.0,0,149.171.126.13,0,ifmp,INT,0.000005,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223225,1424223225,0.005,0,0,0,0,0,2,,, ,5,5,2,2,2,2,5,DoS,1
59.166.0.2,33529,149.171.126.8,6881,tcp,FIN,0.018555,1540,1644,31,29,4,4,-,622581.5,669576.9375,16,18,255,255,4149017929,4153695729,96,91,0,0,73.511723,2.162496,1421928008,1421928008,1.216333,1.064118,0.000595,0.000461,0.000134,0,0,0,0,0,9,14,9,8,5,1,5,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.00001,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932423,1421932423,0.01,0,0,0,0,0,2,0,0,0,8,8,4,5,4,4,4,Generic,1
59.166.0.8,10103,149.171.126.0,22,tcp,FIN,0.148932,3728,5474,31,29,7,7,ssh,194021.4375,281793.0313,32,24,255,255,2143492747,2143803508,117,228,0,0,395.459543,13.057651,1421927980,1421927980,4.804258,6.442,0.000784,0.000619,0.000165,0,0,0,0,0,1,2,1,1,1,1,1,,0
175.45.176.2,58359,149.171.126.10,25,tcp,FIN,0.638581,16782,1858,62,252,12,8,-,203238.125,22124.05469,30,20,255,255,3519971739,1082077688,559,93,0,0,1381.531074,38.633828,1421934310,1421934311,22.020034,32.132264,0.036669,0.027343,0.009326,0,1,0,0,0,4,2,2,2,1,1,2,Exploits,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,0.000009,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424223270,1424223270,0.009,0,0,0,0,0,2,,, ,23,23,17,21,17,9,23,Generic,1
59.166.0.0,48952,149.171.126.9,21,tcp,FIN,0.841636,2934,3740,31,29,11,15,ftp,27356.24414,34893.94531,52,54,255,255,3139341526,3144597237,56,69,0,0,1417.392121,52.9115,1421928078,1421928079,16.49598,15.869377,0.000711,0.000553,0.000158,0,0,0,1,1,1,1,3,5,1,1,3,,0
59.166.0.1,36436,149.171.126.4,6881,tcp,FIN,3.812913,12242,485110,31,29,19,174,-,25565.75586,1015202.813,212,388,255,255,3826793767,3836962194,58,1250,0,0,4502.256095,3364.316586,1421927521,1421927525,18.068939,9.851298,0.000601,0.000458,0.000143,0,0,0,0,0,9,10,9,3,1,1,1,,0
175.45.176.1,37724,149.171.126.15,80,tcp,FIN,0.263848,850,268,254,252,2,1,http,23195.17188,6791.789062,10,6,255,255,1037751124,3347937888,85,45,1,0,1310.497457,73.659953,1424222426,1424222426,25.326889,50.546602,0.070497,0.011108,0.059389,0,1,1,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,30828,149.171.126.12,1211,tcp,FIN,0.303516,1472,268,254,252,2,1,-,34924.02344,5904.136719,10,6,255,255,3383876918,659816148,147,45,0,0,1638.226542,83.703695,1421930213,1421930213,31.609,53.778199,0.069653,0.034617,0.035036,0,1,0,0,0,7,2,1,2,1,1,1,Exploits,1
59.166.0.2,22779,149.171.126.1,80,tcp,FIN,1.00683,1580,10168,31,29,3,5,http,11513.36426,76310.79688,12,18,255,255,1083757242,1084800944,132,565,1,3924,9529.107507,7673.995504,1421928035,1421928036,91.407729,59.194645,0.000653,0.000517,0.000136,0,0,1,0,0,3,4,1,4,2,1,1,,0
175.45.176.1,0,149.171.126.12,0,ipnip,INT,0.000005,180,0,254,0,0,0,-,180000000,0,2,0,0,0,0,0,90,0,0,0,0,0,1421930602,1421930602,0.004,0,0,0,0,0,2,0,0,0,5,5,4,5,5,4,4,Analysis,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932955,1421932955,0.011,0,0,0,0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.0,15559,149.171.126.13,179,tcp,FIN,0.850047,574,268,254,252,2,1,-,4865.613281,2108.118652,10,6,255,255,1342913505,3943078265,57,45,0,0,4814.980323,250.157594,1424220235,1424220236,90.659222,151.58,0.201562,0.092143,0.109419,0,1,,, ,3,3,1,2,1,1,3, Fuzzers ,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.00001,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932179,1421932179,0.01,0,0,0,0,0,2,0,0,0,15,15,4,4,4,4,4,Generic,1
59.166.0.1,61623,149.171.126.3,25,tcp,FIN,0.057851,37372,3380,31,29,18,8,smtp,5068745.5,456344.75,52,42,255,255,4186789513,2043000348,719,80,0,0,86.872856,4.134117,1421927522,1421927522,1.127353,1.398512,0.000644,0.000509,0.000135,0,0,0,0,0,1,2,4,3,1,1,1,,0
175.45.176.0,58890,149.171.126.19,80,tcp,FIN,0.726054,566,268,254,252,2,1,http,5619.416504,2468.135986,10,6,255,255,2051780676,3600986702,57,45,0,0,4153.190751,201.713344,1421927682,1421927683,80.672667,118.313602,0.175077,0.133959,0.041118,0,1,0,0,0,2,2,1,1,1,1,1, Fuzzers,1
59.166.0.9,9690,149.171.126.0,29746,tcp,FIN,0.005385,8928,320,31,29,4,1,ftp-data,12317178,396657.4063,14,6,255,255,3126042757,3137390343,638,53,0,0,21.928913,1.60039,1421927903,1421927903,0.414231,0.9534,0.000624,0.000482,0.000142,0,0,0,0,0,3,3,5,8,1,1,4,,0
175.45.176.1,63508,149.171.126.18,1723,tcp,FIN,1.003554,756,268,254,252,2,1,-,5428.706543,1785.653809,10,6,255,255,1081744165,2846748183,76,45,0,0,7187.427439,342.831844,1421933469,1421933470,108.558889,194.196406,0.070054,0.032565,0.037489,0,1,0,0,0,3,4,2,1,1,1,1, Fuzzers,1
59.166.0.7,2001,149.171.126.1,54326,udp,CON,0.001788,536,304,31,29,0,0,-,1798657.75,1020134.25,4,4,0,0,0,0,134,76,0,0,0.664916,0.291809,1421927685,1421927685,0.473667,0.211333,0,0,0,0,0,0,0,0,8,6,4,6,1,1,3,,0
175.45.176.0,28633,149.171.126.13,143,tcp,FIN,0.960523,1260,65428,62,252,6,30,-,10061.18555,536424.4375,24,64,255,255,3972771448,1886841917,53,1022,0,0,2258.05755,1326.533004,1424220089,1424220090,41.747261,14.846555,0.038465,0.025185,0.01328,0,1,,, ,3,1,1,1,1,1,1,Exploits,1
59.166.0.4,1785,149.171.126.2,23183,tcp,FIN,0.004135,8928,424,31,29,4,1,ftp-data,16040629,717775.0625,14,8,255,255,48890302,2209106539,638,53,0,0,17.239859,1.116453,1421927515,1421927515,0.318077,0.503143,0.000616,0.000478,0.000138,0,0,0,0,0,3,3,6,6,1,1,4,,0
175.45.176.3,38964,149.171.126.16,80,tcp,FIN,0.425362,802,3228,62,252,2,2,-,13579.02246,53131.21484,10,8,255,255,2007375255,2963654851,80,404,0,0,2402.373398,93.955289,1421934177,1421934178,47.248778,51.93957,0.131973,0.061775,0.070198,0,1,0,0,0,4,8,3,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,0.000003,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930767,1421930767,0.004,0,0,0,0,0,2,0,0,0,11,11,5,8,4,4,5,Backdoors,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.000007,114,0,254,0,0,0,dns,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,1421931030,1421931030,0.007,0,0,0,0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.0,0,149.171.126.13,0,pup,INT,0.000003,180,0,254,0,0,0,-,239999984,0,2,0,0,0,0,0,90,0,0,0,0,0,1424223147,1424223147,0.003,0,0,0,0,0,2,,, ,10,10,10,10,10,10,10,Exploits,1
59.166.0.3,28420,149.171.126.2,6881,tcp,FIN,0.018601,1540,1644,31,29,4,4,-,621041.875,667921.0625,16,18,255,255,160917977,166016942,96,91,0,0,74.090075,2.113837,1421927959,1421927959,1.218933,1.067118,0.000581,0.000456,0.000125,0,0,0,0,0,8,9,6,10,6,1,6,,0
175.45.176.1,30495,149.171.126.14,80,tcp,FIN,0.383587,780,4324,62,252,2,3,http,14640.74609,82672.25,10,12,255,255,1713840724,2253741901,78,360,1,1663,2802.929644,3175.175987,1424222670,1424222670,42.620778,33.026455,0.030234,0.015348,0.014886,0,1,1,, ,1,1,1,1,1,1,1,Exploits,1
59.166.0.7,48302,149.171.126.8,53,udp,CON,0.001038,146,178,31,29,0,0,dns,562620.4375,685934.5,2,2,0,0,0,0,73,89,0,0,0,0,1421927475,1421927475,0.004,0.008,0,0,0,0,0,0,0,0,4,2,1,2,1,1,1,,0
59.166.0.1,61884,149.171.126.2,25,tcp,FIN,0.037364,37268,3380,31,29,18,8,smtp,7826143,706562.5,52,42,255,255,3264731031,1120284860,717,80,0,0,47.42468,1.898363,1421927617,1421927617,0.724549,0.888854,0.00105,0.000918,0.000132,0,0,0,0,0,1,1,5,7,1,1,3,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,0.00001,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932329,1421932329,0.01,0,0,0,0,0,2,0,0,0,14,14,7,7,7,3,7,Generic,1
59.166.0.3,21619,149.171.126.8,111,udp,CON,0.004525,568,312,31,29,0,0,-,753149.125,413701.625,4,4,0,0,0,0,142,78,0,0,1.720164,1.452636,1421927944,1421927944,1.226333,1.038667,0,0,0,0,0,0,0,0,10,9,5,6,1,1,3,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,0.000011,114,0,254,0,0,0,dns,41454544,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932570,1421932570,0.011,0,0,0,0,0,2,0,0,0,16,16,4,4,4,4,4,Generic,1
59.166.0.8,33108,149.171.126.6,53385,tcp,FIN,0.004747,3744,2456,31,29,7,7,-,5959132,3909837.75,18,18,255,255,2235005929,2238382445,208,136,0,0,12.84494,0.319056,1421927851,1421927851,0.260412,0.247,0.000678,0.000543,0.000135,0,0,0,0,0,7,4,3,4,1,1,3,,0
59.166.0.7,4586,149.171.126.8,80,tcp,FIN,1.157239,1684,10168,31,29,3,5,http,10811.94141,66392.50781,14,18,255,255,3883404185,1735326835,120,565,1,3924,9951.601077,8712.707877,1421928051,1421928052,88.992228,68.042647,0.000628,0.000504,0.000124,0,0,1,0,0,1,1,4,5,1,1,2,,0
175.45.176.1,61746,149.171.126.18,25,tcp,FIN,2.26502,105312,2202,62,252,45,8,smtp,368085.0625,7519.580566,96,30,255,255,2741749878,3043275278,1097,73,0,0,2290.26228,94.562055,1421928753,1421928756,23.842316,74.222484,0.106037,0.079851,0.026186,0,1,0,0,0,1,1,1,3,1,1,1,Exploits,1
175.45.176.0,41751,149.171.126.19,80,tcp,FIN,0.212162,768,9664,62,252,2,5,http,26093.26758,338382.9375,10,14,255,255,210689189,2498352965,77,690,1,4309,1183.576439,1177.47934,1424220060,1424220060,23.466444,14.715153,0.040095,0.020862,0.019233,0,1,1,, ,1,1,1,1,1,1,1,Exploits,1
59.166.0.3,37681,149.171.126.7,49988,tcp,FIN,0.043865,5174,83812,31,29,7,39,-,933226.9375,15119298,90,92,255,255,2757505501,2762018330,57,911,0,0,27.300417,26.778249,1421927677,1421927677,0.489292,0.480556,0.000765,0.000604,0.000161,0,0,0,0,0,8,6,2,2,1,1,1,,0
175.45.176.0,1260,149.171.126.14,80,tcp,FIN,0.633321,846,3968,62,252,2,3,-,9625.451172,45954.57813,10,12,255,255,2445039149,3358367010,85,331,0,0,4324.798853,4047.715762,1421932867,1421932867,70.369,53.306271,0.16731,0.046269,0.121041,0,1,0,0,0,6,6,2,2,2,1,2,Exploits,1
175.45.176.1,0,149.171.126.12,0,emcon,INT,0.000011,180,0,254,0,0,0,-,65454544,0,2,0,0,0,0,0,90,0,0,0,0,0,1421930645,1421930645,0.011,0,0,0,0,0,2,0,0,0,8,6,2,2,2,2,2,Exploits,1
